worker_id,year,month,platform,monthly_income,workdays,n_platforms_active,is_holiday_season,pattern,job,work_type
31,2025,3,요기요,2192000,20,1,0,seasonal,delivery_transport,primary
31,2025,4,요기요,3168000,25,1,0,seasonal,delivery_transport,primary
31,2025,5,요기요,2942000,28,1,0,seasonal,delivery_transport,primary
31,2025,6,요기요,1920000,15,1,0,seasonal,delivery_transport,primary
31,2025,7,요기요,4144000,25,1,0,seasonal,delivery_transport,primary
31,2025,8,요기요,3006000,29,1,0,seasonal,delivery_transport,primary
31,2025,9,요기요,1956000,15,1,1,seasonal,delivery_transport,primary
31,2025,10,요기요,2914000,26,1,0,seasonal,delivery_transport,primary
31,2025,11,요기요,2737000,20,1,0,seasonal,delivery_transport,primary
31,2025,12,요기요,4179000,31,1,1,seasonal,delivery_transport,primary
31,2026,1,요기요,1923000,17,1,1,seasonal,delivery_transport,primary
31,2026,2,요기요,1894000,18,1,1,seasonal,delivery_transport,primary
31,2026,3,요기요,2014000,18,1,0,seasonal,delivery_transport,primary
31,2026,4,요기요,2479000,22,1,0,seasonal,delivery_transport,primary
31,2026,5,요기요,2392000,18,1,0,seasonal,delivery_transport,primary
32,2024,6,요기요,855000,7,1,0,regular,delivery_transport,occasional
32,2024,7,요기요,906000,7,1,0,regular,delivery_transport,occasional
32,2024,8,요기요,1040000,7,1,0,regular,delivery_transport,occasional
32,2024,9,요기요,788000,6,1,1,regular,delivery_transport,occasional
32,2024,10,요기요,803000,5,1,0,regular,delivery_transport,occasional
32,2024,11,요기요,764000,5,1,0,regular,delivery_transport,occasional
32,2024,12,요기요,974000,7,1,1,regular,delivery_transport,occasional
32,2025,1,요기요,692000,5,1,1,regular,delivery_transport,occasional
32,2025,2,요기요,634000,5,1,1,regular,delivery_transport,occasional
32,2025,3,요기요,583000,4,1,0,regular,delivery_transport,occasional
32,2025,4,요기요,706000,4,1,0,regular,delivery_transport,occasional
32,2025,5,요기요,777000,5,1,0,regular,delivery_transport,occasional
32,2025,6,요기요,770000,5,1,0,regular,delivery_transport,occasional
32,2025,7,요기요,1040000,8,1,0,regular,delivery_transport,occasional
32,2025,8,요기요,771000,5,1,0,regular,delivery_transport,occasional
32,2025,9,요기요,551000,4,1,1,regular,delivery_transport,occasional
32,2025,10,요기요,683000,4,1,0,regular,delivery_transport,occasional
32,2025,11,요기요,906000,6,1,0,regular,delivery_transport,occasional
32,2025,12,요기요,1047000,8,1,1,regular,delivery_transport,occasional
32,2026,1,요기요,633000,4,1,1,regular,delivery_transport,occasional
32,2026,2,요기요,736000,5,1,1,regular,delivery_transport,occasional
32,2026,3,요기요,882000,6,1,0,regular,delivery_transport,occasional
32,2026,4,요기요,755000,5,1,0,regular,delivery_transport,occasional
32,2026,5,요기요,846000,6,1,0,regular,delivery_transport,occasional
33,2024,6,유튜브,222000,2,1,0,irregular,creative,secondary
33,2024,7,유튜브,1047000,10,1,0,irregular,creative,secondary
33,2024,8,유튜브,0,0,0,0,irregular,creative,secondary
33,2024,9,유튜브,0,0,0,1,irregular,creative,secondary
33,2024,10,유튜브,568000,5,1,0,irregular,creative,secondary
33,2024,11,유튜브,484000,4,1,0,irregular,creative,secondary
33,2024,12,유튜브,469000,4,1,1,irregular,creative,secondary
33,2025,1,유튜브,1804000,14,1,1,irregular,creative,secondary
33,2025,2,유튜브,305000,2,1,1,irregular,creative,secondary
33,2025,3,유튜브,1199000,10,1,0,irregular,creative,secondary
33,2025,4,유튜브,0,0,0,0,irregular,creative,secondary
33,2025,5,유튜브,0,0,0,0,irregular,creative,secondary
33,2025,6,유튜브,2117000,13,1,0,irregular,creative,secondary
33,2025,7,유튜브,2638000,16,1,0,irregular,creative,secondary
33,2025,8,유튜브,1034000,8,1,0,irregular,creative,secondary
33,2025,9,유튜브,3401000,16,1,1,irregular,creative,secondary
33,2025,10,유튜브,8904000,13,1,0,irregular,creative,secondary
33,2025,11,유튜브,3399000,13,1,0,irregular,creative,secondary
33,2025,12,유튜브,289000,3,1,1,irregular,creative,secondary
33,2026,1,유튜브,922000,7,1,1,irregular,creative,secondary
33,2026,2,유튜브,1147000,10,1,1,irregular,creative,secondary
33,2026,3,유튜브,1619000,13,1,0,irregular,creative,secondary
33,2026,4,유튜브,748000,7,1,0,irregular,creative,secondary
33,2026,5,유튜브,2759000,15,1,0,irregular,creative,secondary
34,2024,6,쿠팡플렉스,992000,15,2,0,regular,delivery_transport,secondary
34,2024,7,쿠팡플렉스,1209000,18,2,0,regular,delivery_transport,secondary
34,2024,8,쿠팡플렉스,1106000,17,2,0,regular,delivery_transport,secondary
34,2024,9,쿠팡플렉스,1096000,16,2,1,regular,delivery_transport,secondary
34,2024,10,쿠팡플렉스,949000,14,2,0,regular,delivery_transport,secondary
34,2024,11,쿠팡플렉스,875000,13,2,0,regular,delivery_transport,secondary
34,2024,12,쿠팡플렉스,905000,14,2,1,regular,delivery_transport,secondary
34,2025,1,쿠팡플렉스,892000,14,2,1,regular,delivery_transport,secondary
34,2025,2,쿠팡플렉스,1025000,19,2,1,regular,delivery_transport,secondary
34,2025,3,쿠팡플렉스,884000,15,2,0,regular,delivery_transport,secondary
34,2025,4,쿠팡플렉스,1043000,16,2,0,regular,delivery_transport,secondary
34,2025,5,쿠팡플렉스,961000,14,2,0,regular,delivery_transport,secondary
34,2025,6,쿠팡플렉스,862000,16,2,0,regular,delivery_transport,secondary
34,2025,7,쿠팡플렉스,1172000,18,2,0,regular,delivery_transport,secondary
34,2025,8,쿠팡플렉스,1029000,15,2,0,regular,delivery_transport,secondary
34,2025,9,쿠팡플렉스,954000,15,2,1,regular,delivery_transport,secondary
34,2025,10,쿠팡플렉스,767000,13,2,0,regular,delivery_transport,secondary
34,2025,11,쿠팡플렉스,1130000,18,2,0,regular,delivery_transport,secondary
34,2025,12,쿠팡플렉스,1295000,19,2,1,regular,delivery_transport,secondary
34,2026,1,쿠팡플렉스,762000,14,2,1,regular,delivery_transport,secondary
34,2026,2,쿠팡플렉스,639000,12,2,1,regular,delivery_transport,secondary
34,2026,3,쿠팡플렉스,902000,14,2,0,regular,delivery_transport,secondary
34,2026,4,쿠팡플렉스,1181000,19,2,0,regular,delivery_transport,secondary
34,2026,5,쿠팡플렉스,854000,15,2,0,regular,delivery_transport,secondary
35,2024,6,로지올,2209000,23,2,0,regular,delivery_transport,primary
35,2024,7,로지올,1999000,26,2,0,regular,delivery_transport,primary
35,2024,8,로지올,1999000,23,2,0,regular,delivery_transport,primary
35,2024,9,로지올,1863000,19,2,1,regular,delivery_transport,primary
35,2024,10,로지올,1745000,21,2,0,regular,delivery_transport,primary
35,2024,11,로지올,1764000,21,2,0,regular,delivery_transport,primary
35,2024,12,로지올,1916000,21,2,1,regular,delivery_transport,primary
35,2025,1,로지올,1692000,21,2,1,regular,delivery_transport,primary
35,2025,2,로지올,2261000,23,2,1,regular,delivery_transport,primary
35,2025,3,로지올,2142000,22,2,0,regular,delivery_transport,primary
35,2025,4,로지올,2042000,20,2,0,regular,delivery_transport,primary
35,2025,5,로지올,1776000,19,2,0,regular,delivery_transport,primary
35,2025,6,로지올,1940000,20,2,0,regular,delivery_transport,primary
35,2025,7,로지올,1979000,21,2,0,regular,delivery_transport,primary
35,2025,8,로지올,2134000,27,2,0,regular,delivery_transport,primary
35,2025,9,로지올,2111000,27,2,1,regular,delivery_transport,primary
35,2025,10,로지올,1694000,17,2,0,regular,delivery_transport,primary
35,2025,11,로지올,1642000,17,2,0,regular,delivery_transport,primary
35,2025,12,로지올,1744000,20,2,1,regular,delivery_transport,primary
35,2026,1,로지올,1826000,18,2,1,regular,delivery_transport,primary
35,2026,2,로지올,1576000,17,2,1,regular,delivery_transport,primary
35,2026,3,로지올,2335000,26,2,0,regular,delivery_transport,primary
35,2026,4,로지올,1573000,17,2,0,regular,delivery_transport,primary
35,2026,5,로지올,2287000,25,2,0,regular,delivery_transport,primary
36,2024,6,크라우드웍스,885000,9,2,0,irregular,simple_computer,primary
36,2024,7,크라우드웍스,0,0,0,0,irregular,simple_computer,primary
36,2024,8,크라우드웍스,0,0,0,0,irregular,simple_computer,primary
36,2024,9,크라우드웍스,1299000,15,2,1,irregular,simple_computer,primary
36,2024,10,크라우드웍스,137000,1,1,0,irregular,simple_computer,primary
36,2024,11,크라우드웍스,0,0,0,0,irregular,simple_computer,primary
36,2024,12,크라우드웍스,543000,7,1,1,irregular,simple_computer,primary
36,2025,1,크라우드웍스,920000,10,2,1,irregular,simple_computer,primary
36,2025,2,크라우드웍스,0,0,0,1,irregular,simple_computer,primary
36,2025,3,크라우드웍스,365000,4,1,0,irregular,simple_computer,primary
36,2025,4,크라우드웍스,975000,11,2,0,irregular,simple_computer,primary
36,2025,5,크라우드웍스,578000,7,1,0,irregular,simple_computer,primary
36,2025,6,크라우드웍스,1493000,15,2,0,irregular,simple_computer,primary
36,2025,7,크라우드웍스,494000,6,1,0,irregular,simple_computer,primary
36,2025,8,크라우드웍스,582000,6,1,0,irregular,simple_computer,primary
36,2025,9,크라우드웍스,1084000,12,2,1,irregular,simple_computer,primary
36,2025,10,크라우드웍스,919000,9,2,0,irregular,simple_computer,primary
36,2025,11,크라우드웍스,2748000,30,2,0,irregular,simple_computer,primary
36,2025,12,크라우드웍스,744000,9,1,1,irregular,simple_computer,primary
36,2026,1,크라우드웍스,817000,9,2,1,irregular,simple_computer,primary
36,2026,2,크라우드웍스,1397000,15,2,1,irregular,simple_computer,primary
36,2026,3,크라우드웍스,3658000,25,2,0,irregular,simple_computer,primary
36,2026,4,크라우드웍스,2783000,26,2,0,irregular,simple_computer,primary
36,2026,5,크라우드웍스,1346000,15,2,0,irregular,simple_computer,primary
37,2024,6,쿠팡이츠,2988000,21,3,0,regular,delivery_transport,primary
37,2024,7,쿠팡이츠,3200000,23,3,0,regular,delivery_transport,primary
37,2024,8,쿠팡이츠,3448000,30,3,0,regular,delivery_transport,primary
37,2024,9,쿠팡이츠,3092000,25,3,1,regular,delivery_transport,primary
37,2024,10,쿠팡이츠,2968000,25,3,0,regular,delivery_transport,primary
37,2024,11,쿠팡이츠,2893000,25,3,0,regular,delivery_transport,primary
37,2024,12,쿠팡이츠,3637000,29,3,1,regular,delivery_transport,primary
37,2025,1,쿠팡이츠,2914000,21,3,1,regular,delivery_transport,primary
37,2025,2,쿠팡이츠,2521000,23,3,1,regular,delivery_transport,primary
37,2025,3,쿠팡이츠,3085000,28,3,0,regular,delivery_transport,primary
37,2025,4,쿠팡이츠,3051000,22,3,0,regular,delivery_transport,primary
37,2025,5,쿠팡이츠,2808000,23,3,0,regular,delivery_transport,primary
37,2025,6,쿠팡이츠,3496000,25,3,0,regular,delivery_transport,primary
37,2025,7,쿠팡이츠,4106000,37,3,0,regular,delivery_transport,primary
37,2025,8,쿠팡이츠,3810000,27,3,0,regular,delivery_transport,primary
37,2025,9,쿠팡이츠,2620000,20,3,1,regular,delivery_transport,primary
37,2025,10,쿠팡이츠,3192000,27,3,0,regular,delivery_transport,primary
37,2025,11,쿠팡이츠,3342000,24,3,0,regular,delivery_transport,primary
37,2025,12,쿠팡이츠,3111000,25,3,1,regular,delivery_transport,primary
37,2026,1,쿠팡이츠,2589000,23,3,1,regular,delivery_transport,primary
37,2026,2,쿠팡이츠,3460000,24,3,1,regular,delivery_transport,primary
37,2026,3,쿠팡이츠,2607000,18,3,0,regular,delivery_transport,primary
37,2026,4,쿠팡이츠,2779000,24,3,0,regular,delivery_transport,primary
37,2026,5,쿠팡이츠,2980000,23,3,0,regular,delivery_transport,primary
38,2024,6,숨고,4353000,30,2,0,irregular,professional,primary
38,2024,7,숨고,7537000,23,2,0,irregular,professional,primary
38,2024,8,숨고,698000,4,1,0,irregular,professional,primary
38,2024,9,숨고,3438000,25,2,1,irregular,professional,primary
38,2024,10,숨고,859000,5,1,0,irregular,professional,primary
38,2024,11,숨고,2262000,15,2,0,irregular,professional,primary
38,2024,12,숨고,4630000,22,2,1,irregular,professional,primary
38,2025,1,숨고,0,0,0,1,irregular,professional,primary
38,2025,2,숨고,2150000,15,2,1,irregular,professional,primary
38,2025,3,숨고,2246000,14,2,0,irregular,professional,primary
38,2025,4,숨고,1365000,9,2,0,irregular,professional,primary
38,2025,5,숨고,0,0,0,0,irregular,professional,primary
38,2025,6,숨고,7409000,23,2,0,irregular,professional,primary
38,2025,7,숨고,9000000,27,2,0,irregular,professional,primary
38,2025,8,숨고,2596000,18,2,0,irregular,professional,primary
38,2025,9,숨고,499000,3,1,1,irregular,professional,primary
38,2025,10,숨고,2055000,15,2,0,irregular,professional,primary
38,2025,11,숨고,2697000,19,2,0,irregular,professional,primary
38,2025,12,숨고,4556000,22,2,1,irregular,professional,primary
38,2026,1,숨고,2700000,15,2,1,irregular,professional,primary
38,2026,2,숨고,2579000,16,2,1,irregular,professional,primary
38,2026,3,숨고,1457000,8,2,0,irregular,professional,primary
38,2026,4,숨고,5776000,30,2,0,irregular,professional,primary
38,2026,5,숨고,6867000,28,2,0,irregular,professional,primary
39,2024,6,바로고,743000,17,2,0,irregular,delivery_transport,secondary
39,2024,7,바로고,657000,13,2,0,irregular,delivery_transport,secondary
39,2024,8,바로고,468000,10,2,0,irregular,delivery_transport,secondary
39,2024,9,바로고,467000,10,2,1,irregular,delivery_transport,secondary
39,2024,10,바로고,682000,16,2,0,irregular,delivery_transport,secondary
39,2024,11,바로고,344000,8,2,0,irregular,delivery_transport,secondary
39,2024,12,바로고,413000,8,2,1,irregular,delivery_transport,secondary
39,2025,1,바로고,1184000,20,2,1,irregular,delivery_transport,secondary
39,2025,2,바로고,1045000,19,2,1,irregular,delivery_transport,secondary
39,2025,3,바로고,365000,9,2,0,irregular,delivery_transport,secondary
39,2025,4,바로고,252000,6,1,0,irregular,delivery_transport,secondary
39,2025,5,바로고,555000,13,2,0,irregular,delivery_transport,secondary
39,2025,6,바로고,352000,7,2,0,irregular,delivery_transport,secondary
39,2025,7,바로고,307000,8,2,0,irregular,delivery_transport,secondary
39,2025,8,바로고,329000,7,2,0,irregular,delivery_transport,secondary
39,2025,9,바로고,183000,3,1,1,irregular,delivery_transport,secondary
39,2025,10,바로고,160000,3,1,0,irregular,delivery_transport,secondary
39,2025,11,바로고,212000,4,1,0,irregular,delivery_transport,secondary
39,2025,12,바로고,118000,3,1,1,irregular,delivery_transport,secondary
39,2026,1,바로고,0,0,0,1,irregular,delivery_transport,secondary
39,2026,2,바로고,118000,3,1,1,irregular,delivery_transport,secondary
39,2026,3,바로고,0,0,0,0,irregular,delivery_transport,secondary
39,2026,4,바로고,183000,4,1,0,irregular,delivery_transport,secondary
39,2026,5,바로고,353000,8,2,0,irregular,delivery_transport,secondary
40,2024,6,크라우드웍스,1580000,17,1,0,irregular,simple_computer,primary
40,2024,7,크라우드웍스,436000,5,1,0,irregular,simple_computer,primary
40,2024,8,크라우드웍스,752000,8,1,0,irregular,simple_computer,primary
40,2024,9,크라우드웍스,1143000,12,1,1,irregular,simple_computer,primary
40,2024,10,크라우드웍스,1151000,14,1,0,irregular,simple_computer,primary
40,2024,11,크라우드웍스,0,0,0,0,irregular,simple_computer,primary
40,2024,12,크라우드웍스,0,0,0,1,irregular,simple_computer,primary
40,2025,1,크라우드웍스,0,0,0,1,irregular,simple_computer,primary
40,2025,2,크라우드웍스,0,0,0,1,irregular,simple_computer,primary
40,2025,3,크라우드웍스,0,0,0,0,irregular,simple_computer,primary
40,2025,4,크라우드웍스,0,0,0,0,irregular,simple_computer,primary
40,2025,5,크라우드웍스,0,0,0,0,irregular,simple_computer,primary
40,2025,6,크라우드웍스,0,0,0,0,irregular,simple_computer,primary
40,2025,7,크라우드웍스,0,0,0,0,irregular,simple_computer,primary
40,2025,8,크라우드웍스,0,0,0,0,irregular,simple_computer,primary
40,2025,9,크라우드웍스,0,0,0,1,irregular,simple_computer,primary
40,2025,10,크라우드웍스,0,0,0,0,irregular,simple_computer,primary
40,2025,11,크라우드웍스,0,0,0,0,irregular,simple_computer,primary
40,2025,12,크라우드웍스,0,0,0,1,irregular,simple_computer,primary
40,2026,1,크라우드웍스,197000,3,1,1,irregular,simple_computer,primary
40,2026,2,크라우드웍스,2259000,26,1,1,irregular,simple_computer,primary
40,2026,3,크라우드웍스,0,0,0,0,irregular,simple_computer,primary
40,2026,4,크라우드웍스,1713000,19,1,0,irregular,simple_computer,primary
40,2026,5,크라우드웍스,2601000,28,1,0,irregular,simple_computer,primary
41,2024,6,쿠팡플렉스,2020000,19,1,0,regular,delivery_transport,primary
41,2024,7,쿠팡플렉스,2162000,18,1,0,regular,delivery_transport,primary
41,2024,8,쿠팡플렉스,1826000,17,1,0,regular,delivery_transport,primary
41,2024,9,쿠팡플렉스,1993000,20,1,1,regular,delivery_transport,primary
41,2024,10,쿠팡플렉스,2513000,22,1,0,regular,delivery_transport,primary
41,2024,11,쿠팡플렉스,2393000,22,1,0,regular,delivery_transport,primary
41,2024,12,쿠팡플렉스,1667000,14,1,1,regular,delivery_transport,primary
41,2025,1,쿠팡플렉스,2331000,19,1,1,regular,delivery_transport,primary
41,2025,2,쿠팡플렉스,2210000,20,1,1,regular,delivery_transport,primary
41,2025,3,쿠팡플렉스,1938000,16,1,0,regular,delivery_transport,primary
41,2025,4,쿠팡플렉스,1974000,16,1,0,regular,delivery_transport,primary
41,2025,5,쿠팡플렉스,2295000,21,1,0,regular,delivery_transport,primary
41,2025,6,쿠팡플렉스,1763000,17,1,0,regular,delivery_transport,primary
41,2025,7,쿠팡플렉스,2268000,23,1,0,regular,delivery_transport,primary
41,2025,8,쿠팡플렉스,2209000,23,1,0,regular,delivery_transport,primary
41,2025,9,쿠팡플렉스,2155000,18,1,1,regular,delivery_transport,primary
41,2025,10,쿠팡플렉스,2388000,21,1,0,regular,delivery_transport,primary
41,2025,11,쿠팡플렉스,2061000,22,1,0,regular,delivery_transport,primary
41,2025,12,쿠팡플렉스,2300000,20,1,1,regular,delivery_transport,primary
41,2026,1,쿠팡플렉스,2006000,21,1,1,regular,delivery_transport,primary
41,2026,2,쿠팡플렉스,2037000,20,1,1,regular,delivery_transport,primary
41,2026,3,쿠팡플렉스,2335000,23,1,0,regular,delivery_transport,primary
41,2026,4,쿠팡플렉스,2314000,22,1,0,regular,delivery_transport,primary
41,2026,5,쿠팡플렉스,2189000,19,1,0,regular,delivery_transport,primary
42,2024,6,카카오T대리,2012000,13,1,0,regular,delivery_transport,primary
42,2024,7,카카오T대리,2638000,21,1,0,regular,delivery_transport,primary
42,2024,8,카카오T대리,3183000,21,1,0,regular,delivery_transport,primary
42,2024,9,카카오T대리,2101000,18,1,1,regular,delivery_transport,primary
42,2024,10,카카오T대리,2519000,21,1,0,regular,delivery_transport,primary
42,2024,11,카카오T대리,2695000,23,1,0,regular,delivery_transport,primary
42,2024,12,카카오T대리,2960000,19,1,1,regular,delivery_transport,primary
42,2025,1,카카오T대리,1963000,13,1,1,regular,delivery_transport,primary
42,2025,2,카카오T대리,2867000,20,1,1,regular,delivery_transport,primary
42,2025,3,카카오T대리,2844000,20,1,0,regular,delivery_transport,primary
42,2025,4,카카오T대리,1919000,14,1,0,regular,delivery_transport,primary
42,2025,5,카카오T대리,2294000,18,1,0,regular,delivery_transport,primary
42,2025,6,카카오T대리,2498000,22,1,0,regular,delivery_transport,primary
42,2025,7,카카오T대리,2353000,19,1,0,regular,delivery_transport,primary
42,2025,8,카카오T대리,2645000,19,1,0,regular,delivery_transport,primary
42,2025,9,카카오T대리,2634000,19,1,1,regular,delivery_transport,primary
42,2025,10,카카오T대리,2696000,23,1,0,regular,delivery_transport,primary
42,2025,11,카카오T대리,2815000,20,1,0,regular,delivery_transport,primary
42,2025,12,카카오T대리,3338000,23,1,1,regular,delivery_transport,primary
42,2026,1,카카오T대리,3440000,22,1,1,regular,delivery_transport,primary
42,2026,2,카카오T대리,3098000,24,1,1,regular,delivery_transport,primary
42,2026,3,카카오T대리,2237000,18,1,0,regular,delivery_transport,primary
42,2026,4,카카오T대리,1840000,12,1,0,regular,delivery_transport,primary
42,2026,5,카카오T대리,3170000,23,1,0,regular,delivery_transport,primary
43,2024,6,크몽,972000,6,1,0,regular,professional,occasional
43,2024,7,크몽,986000,6,1,0,regular,professional,occasional
43,2024,8,크몽,1083000,5,1,0,regular,professional,occasional
43,2024,9,크몽,1022000,5,1,1,regular,professional,occasional
43,2024,10,크몽,1046000,6,1,0,regular,professional,occasional
43,2024,11,크몽,1069000,5,1,0,regular,professional,occasional
43,2024,12,크몽,1049000,6,1,1,regular,professional,occasional
43,2025,1,크몽,866000,4,1,1,regular,professional,occasional
43,2025,2,크몽,887000,5,1,1,regular,professional,occasional
43,2025,3,크몽,790000,4,1,0,regular,professional,occasional
43,2025,4,크몽,1043000,5,1,0,regular,professional,occasional
43,2025,5,크몽,760000,4,1,0,regular,professional,occasional
43,2025,6,크몽,985000,5,1,0,regular,professional,occasional
43,2025,7,크몽,1173000,5,1,0,regular,professional,occasional
43,2025,8,크몽,927000,4,1,0,regular,professional,occasional
43,2025,9,크몽,1190000,7,1,1,regular,professional,occasional
43,2025,10,크몽,1085000,5,1,0,regular,professional,occasional
43,2025,11,크몽,837000,4,1,0,regular,professional,occasional
43,2025,12,크몽,795000,4,1,1,regular,professional,occasional
43,2026,1,크몽,576000,3,1,1,regular,professional,occasional
43,2026,2,크몽,1290000,7,1,1,regular,professional,occasional
43,2026,3,크몽,661000,4,1,0,regular,professional,occasional
43,2026,4,크몽,671000,3,1,0,regular,professional,occasional
43,2026,5,크몽,1075000,5,1,0,regular,professional,occasional
44,2024,6,숨고,4415000,35,2,0,irregular,professional,primary
44,2024,7,숨고,1160000,8,1,0,irregular,professional,primary
44,2024,8,숨고,0,0,0,0,irregular,professional,primary
44,2024,9,숨고,4107000,34,2,1,irregular,professional,primary
44,2024,10,숨고,0,0,0,0,irregular,professional,primary
44,2024,11,숨고,0,0,0,0,irregular,professional,primary
44,2024,12,숨고,1057000,10,1,1,irregular,professional,primary
44,2025,1,숨고,6369000,30,2,1,irregular,professional,primary
44,2025,2,숨고,1118000,9,1,1,irregular,professional,primary
44,2025,3,숨고,5638000,27,2,0,irregular,professional,primary
44,2025,4,숨고,9000000,30,2,0,irregular,professional,primary
44,2025,5,숨고,3850000,28,2,0,irregular,professional,primary
44,2025,6,숨고,9000000,33,2,0,irregular,professional,primary
44,2025,7,숨고,3506000,28,2,0,irregular,professional,primary
44,2025,8,숨고,2526000,22,2,0,irregular,professional,primary
44,2025,9,숨고,304000,2,1,1,irregular,professional,primary
44,2025,10,숨고,0,0,0,0,irregular,professional,primary
44,2025,11,숨고,904000,8,1,0,irregular,professional,primary
44,2025,12,숨고,7825000,28,2,1,irregular,professional,primary
44,2026,1,숨고,0,0,0,1,irregular,professional,primary
44,2026,2,숨고,1481000,12,2,1,irregular,professional,primary
44,2026,3,숨고,4133000,35,2,0,irregular,professional,primary
44,2026,4,숨고,0,0,0,0,irregular,professional,primary
44,2026,5,숨고,0,0,0,0,irregular,professional,primary
45,2024,6,생각대로,1942000,21,1,0,regular,delivery_transport,primary
45,2024,7,생각대로,2262000,24,1,0,regular,delivery_transport,primary
45,2024,8,생각대로,1627000,16,1,0,regular,delivery_transport,primary
45,2024,9,생각대로,1940000,21,1,1,regular,delivery_transport,primary
45,2024,10,생각대로,1392000,15,1,0,regular,delivery_transport,primary
45,2024,11,생각대로,1370000,17,1,0,regular,delivery_transport,primary
45,2024,12,생각대로,1926000,21,1,1,regular,delivery_transport,primary
45,2025,1,생각대로,1864000,24,1,1,regular,delivery_transport,primary
45,2025,2,생각대로,2079000,24,1,1,regular,delivery_transport,primary
45,2025,3,생각대로,2094000,25,1,0,regular,delivery_transport,primary
45,2025,4,생각대로,1900000,21,1,0,regular,delivery_transport,primary
45,2025,5,생각대로,1512000,17,1,0,regular,delivery_transport,primary
45,2025,6,생각대로,1862000,19,1,0,regular,delivery_transport,primary
45,2025,7,생각대로,2164000,21,1,0,regular,delivery_transport,primary
45,2025,8,생각대로,1843000,21,1,0,regular,delivery_transport,primary
45,2025,9,생각대로,1499000,19,1,1,regular,delivery_transport,primary
45,2025,10,생각대로,2607000,28,1,0,regular,delivery_transport,primary
45,2025,11,생각대로,1828000,21,1,0,regular,delivery_transport,primary
45,2025,12,생각대로,1781000,23,1,1,regular,delivery_transport,primary
45,2026,1,생각대로,1730000,19,1,1,regular,delivery_transport,primary
45,2026,2,생각대로,2198000,26,1,1,regular,delivery_transport,primary
45,2026,3,생각대로,2192000,26,1,0,regular,delivery_transport,primary
45,2026,4,생각대로,1857000,18,1,0,regular,delivery_transport,primary
45,2026,5,생각대로,1615000,18,1,0,regular,delivery_transport,primary
46,2024,6,에이모,474000,11,1,0,irregular,simple_computer,occasional
46,2024,7,에이모,242000,5,1,0,irregular,simple_computer,occasional
46,2024,8,에이모,1842000,15,1,0,irregular,simple_computer,occasional
46,2024,9,에이모,0,0,0,1,irregular,simple_computer,occasional
46,2024,10,에이모,0,0,0,0,irregular,simple_computer,occasional
46,2024,11,에이모,0,0,0,0,irregular,simple_computer,occasional
46,2024,12,에이모,0,0,0,1,irregular,simple_computer,occasional
46,2025,1,에이모,0,0,0,1,irregular,simple_computer,occasional
46,2025,2,에이모,0,0,0,1,irregular,simple_computer,occasional
46,2025,3,에이모,0,0,0,0,irregular,simple_computer,occasional
46,2025,4,에이모,424000,8,1,0,irregular,simple_computer,occasional
46,2025,5,에이모,242000,5,1,0,irregular,simple_computer,occasional
46,2025,6,에이모,1816000,14,1,0,irregular,simple_computer,occasional
46,2025,7,에이모,794000,16,1,0,irregular,simple_computer,occasional
46,2025,8,에이모,781000,14,1,0,irregular,simple_computer,occasional
46,2025,9,에이모,2378000,12,1,1,irregular,simple_computer,occasional
46,2025,10,에이모,1619000,15,1,0,irregular,simple_computer,occasional
46,2025,11,에이모,1310000,12,1,0,irregular,simple_computer,occasional
46,2025,12,에이모,2051000,12,1,1,irregular,simple_computer,occasional
46,2026,1,에이모,956000,15,1,1,irregular,simple_computer,occasional
46,2026,2,에이모,722000,15,1,1,irregular,simple_computer,occasional
46,2026,3,에이모,1842000,12,1,0,irregular,simple_computer,occasional
46,2026,4,에이모,1436000,12,1,0,irregular,simple_computer,occasional
46,2026,5,에이모,1555000,14,1,0,irregular,simple_computer,occasional
47,2024,6,에이모,246000,3,1,0,irregular,simple_computer,primary
47,2024,7,에이모,1222000,15,2,0,irregular,simple_computer,primary
47,2024,8,에이모,0,0,0,0,irregular,simple_computer,primary
47,2024,9,에이모,1547000,21,2,1,irregular,simple_computer,primary
47,2024,10,에이모,891000,11,2,0,irregular,simple_computer,primary
47,2024,11,에이모,2284000,26,2,0,irregular,simple_computer,primary
47,2024,12,에이모,3001000,30,2,1,irregular,simple_computer,primary
47,2025,1,에이모,1215000,14,2,1,irregular,simple_computer,primary
47,2025,2,에이모,1771000,22,2,1,irregular,simple_computer,primary
47,2025,3,에이모,969000,14,2,0,irregular,simple_computer,primary
47,2025,4,에이모,908000,13,2,0,irregular,simple_computer,primary
47,2025,5,에이모,679000,10,2,0,irregular,simple_computer,primary
47,2025,6,에이모,1755000,27,2,0,irregular,simple_computer,primary
47,2025,7,에이모,580000,8,1,0,irregular,simple_computer,primary
47,2025,8,에이모,1608000,24,2,0,irregular,simple_computer,primary
47,2025,9,에이모,1662000,25,2,1,irregular,simple_computer,primary
47,2025,10,에이모,321000,4,1,0,irregular,simple_computer,primary
47,2025,11,에이모,1429000,16,2,0,irregular,simple_computer,primary
47,2025,12,에이모,786000,10,2,1,irregular,simple_computer,primary
47,2026,1,에이모,0,0,0,1,irregular,simple_computer,primary
47,2026,2,에이모,0,0,0,1,irregular,simple_computer,primary
47,2026,3,에이모,0,0,0,0,irregular,simple_computer,primary
47,2026,4,에이모,0,0,0,0,irregular,simple_computer,primary
