worker_id,pattern,primary_platform,platforms,n_platforms,avg_workdays,base_monthly_income,gender,age_band,job,job_ko,work_type,submode,intended_pattern,home_industry_code,annual_revenue_y1,annual_revenue_y2,avg_annual_revenue,is_target_segment,split
179,irregular,쿠팡플렉스,쿠팡플렉스;생각대로,2,8,621774,male,40s,delivery_transport,운송·배달·대리,occasional,delivery,irregular,940917,8382776,8735059,8558918,0,train
180,regular,트위치,트위치;유튜브;클래스101,3,24,1471376,female,40s,creative,창작활동,primary,,seasonal,940306,19622516,18714770,19168643,0,train
181,seasonal,요기요,요기요;카카오모빌리티,2,9,332187,male,30s,delivery_transport,운송·배달·대리,occasional,delivery,seasonal,940918,4277664,4348157,4312910,0,train
182,irregular,에이모,에이모,1,26,1792973,female,20s,simple_computer,컴퓨터 단순작업,primary,,irregular,940911,6878656,12161479,9520068,0,train
183,irregular,미소,미소,1,10,619854,female,50s,care_cleaning,가사·청소·돌봄,occasional,,irregular,940502,9181266,17053998,13117632,0,train
184,irregular,크라우드웍스,크라우드웍스;셀렉트스타,2,16,707632,female,20s,simple_computer,컴퓨터 단순작업,secondary,,irregular,940911,5128250,8545926,6837088,0,train
185,regular,이랜서,이랜서;프리모아,2,26,1853189,male,50s,it_service,IT 서비스,primary,,seasonal,940911,21890157,22011718,21950938,0,valid
186,irregular,셀렉트스타,셀렉트스타,1,24,1669345,female,40s,simple_computer,컴퓨터 단순작업,primary,,irregular,940911,8626700,8710491,8668596,0,train
187,regular,쿠팡이츠,쿠팡이츠,1,5,692108,male,60s,delivery_transport,운송·배달·대리,occasional,delivery,seasonal,940918,8641152,9040345,8840748,0,valid
188,irregular,생각대로,생각대로;카카오모빌리티,2,11,1471395,male,30s,delivery_transport,운송·배달·대리,secondary,delivery,irregular,940918,24566962,23367883,23967422,0,train
189,regular,당근알바,당근알바;쿠팡홈서비스,2,26,2401693,male,40s,etc,기타,primary,,seasonal,940502,28948508,29677879,29313194,1,train
190,regular,쿠팡플렉스,쿠팡플렉스,1,22,2269573,male,60s,delivery_transport,운송·배달·대리,primary,delivery,regular,940917,27513516,28007389,27760452,0,valid
191,seasonal,생각대로,생각대로,1,11,358169,male,50s,delivery_transport,운송·배달·대리,occasional,delivery,seasonal,940918,4467786,4553874,4510830,0,train
192,irregular,생각대로,생각대로,1,23,2675746,male,30s,delivery_transport,운송·배달·대리,primary,delivery,irregular,940918,27154632,22263414,24709023,0,train
193,irregular,크라우드웍스,크라우드웍스,1,16,710200,male,40s,simple_computer,컴퓨터 단순작업,secondary,,irregular,940911,4377173,9208582,6792878,0,train
194,seasonal,로지올,로지올,1,23,1905122,male,40s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940917,24440268,23156606,23798437,0,train
195,seasonal,쿠팡플렉스,쿠팡플렉스,1,12,1611933,male,20s,delivery_transport,운송·배달·대리,secondary,delivery,seasonal,940917,19980065,19501163,19740614,0,valid
196,irregular,트위치,트위치,1,25,2058276,female,30s,creative,창작활동,primary,,irregular,940306,24094638,56050674,40072656,0,train
197,regular,쿠팡이츠,쿠팡이츠,1,17,597188,male,20s,delivery_transport,운송·배달·대리,secondary,delivery,seasonal,940918,7629988,8038547,7834268,0,valid
198,seasonal,쿠팡이츠,쿠팡이츠,1,23,1913772,male,30s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940918,23374284,23106248,23240266,0,train
199,regular,쿠팡이츠,쿠팡이츠,1,10,846111,male,20s,delivery_transport,운송·배달·대리,secondary,delivery,seasonal,940918,10726403,11491988,11109196,0,train
200,regular,대리주부,대리주부;미소,2,15,1189440,female,50s,care_cleaning,가사·청소·돌봄,secondary,,regular,940502,14990869,14988615,14989742,0,train
201,regular,크몽,크몽;숨고,2,12,1069280,female,30s,professional,전문서비스,occasional,,regular,940911,12802666,14176010,13489338,0,valid
202,regular,요기요,요기요,1,26,2155617,male,30s,delivery_transport,운송·배달·대리,primary,delivery,regular,940918,27004833,27261901,27133367,0,train
203,seasonal,에이모,에이모,1,9,387322,female,10s,simple_computer,컴퓨터 단순작업,occasional,,regular,940911,4979682,4615500,4797591,0,train
204,regular,대리주부,대리주부,1,21,2598242,female,30s,care_cleaning,가사·청소·돌봄,primary,,seasonal,940502,32797924,31895995,32346960,0,valid
205,irregular,크라우드웍스,크라우드웍스;셀렉트스타,2,4,360112,male,30s,simple_computer,컴퓨터 단순작업,occasional,,irregular,940911,4439700,12413949,8426824,0,train
206,regular,크몽,크몽,1,16,1252027,female,30s,professional,전문서비스,secondary,,seasonal,940911,16315642,15919091,16117366,0,train
207,seasonal,카카오T대리,카카오T대리;쿠팡플렉스,2,6,620036,male,60s,delivery_transport,운송·배달·대리,occasional,proxy,seasonal,940920,7873733,8457021,8165377,0,train
208,regular,위시켓,위시켓;프리모아,2,16,1153339,male,50s,it_service,IT 서비스,secondary,,regular,940911,13607815,13597685,13602750,0,train
209,seasonal,숨고,숨고;크몽,2,24,2092596,male,30s,professional,전문서비스,primary,,regular,940911,25292552,26285817,25789184,1,valid
210,irregular,요기요,요기요,1,20,2444457,male,30s,delivery_transport,운송·배달·대리,primary,delivery,irregular,940918,24358608,47692001,36025304,0,valid
211,irregular,요기요,요기요,1,10,573006,male,40s,delivery_transport,운송·배달·대리,occasional,delivery,irregular,940918,11151351,6216340,8683846,0,train
212,irregular,크몽,크몽,1,6,398381,male,40s,professional,전문서비스,occasional,,irregular,940911,8934545,3531302,6232924,0,train
213,seasonal,생각대로,생각대로,1,25,2618280,male,30s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940918,36113765,33978194,35045980,0,train
214,regular,숨고,숨고;크몽,2,12,1110352,male,50s,professional,전문서비스,secondary,,regular,940911,13170165,12863714,13016940,0,valid
215,irregular,쿠팡플렉스,쿠팡플렉스;바로고;요기요,3,11,275000,male,50s,delivery_transport,운송·배달·대리,occasional,delivery,irregular,940917,4775056,7231891,6003474,0,train
216,seasonal,카카오T대리,카카오T대리;쿠팡이츠;로지올,3,4,306067,male,30s,delivery_transport,운송·배달·대리,occasional,proxy,seasonal,940920,3791652,3768484,3780068,0,train
217,irregular,숨고,숨고;크몽,2,20,2285281,male,50s,professional,전문서비스,primary,,irregular,940911,16641458,13403184,15022321,0,train
218,seasonal,숨고,숨고;크몽,2,24,2635783,male,40s,professional,전문서비스,primary,,seasonal,940911,35385621,35276353,35330987,1,train
219,irregular,카카오모빌리티,카카오모빌리티,1,15,1226586,male,40s,delivery_transport,운송·배달·대리,secondary,proxy,irregular,940920,14434061,25967016,20200538,0,train
220,regular,로지올,로지올,1,26,1624058,female,20s,delivery_transport,운송·배달·대리,primary,delivery,regular,940917,20011956,20980283,20496120,0,train
221,seasonal,생각대로,생각대로;요기요,2,26,1452887,male,50s,delivery_transport,운송·배달·대리,primary,delivery,irregular,940918,21069656,23269198,22169427,0,valid
222,irregular,배달의민족,배달의민족;쿠팡이츠;생각대로,3,24,1982259,male,60s,delivery_transport,운송·배달·대리,primary,delivery,irregular,940918,24132407,32016674,28074540,1,valid
223,irregular,트위치,트위치;탈잉;클래스101,3,6,650641,female,50s,creative,창작활동,occasional,,irregular,940306,7091045,6053150,6572098,0,train
224,irregular,위시켓,위시켓;이랜서;프리모아,3,24,2106568,male,40s,it_service,IT 서비스,primary,,irregular,940911,21078263,48094134,34586198,1,train
225,irregular,크몽,크몽,1,23,2470032,male,40s,professional,전문서비스,primary,,irregular,940911,31117507,37168730,34143118,0,train
226,seasonal,요기요,요기요;생각대로,2,25,2283886,male,30s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940918,29084682,29295952,29190317,1,train
227,irregular,클래스101,클래스101;트위치,2,4,671422,female,30s,creative,창작활동,occasional,,irregular,940306,8876234,8674008,8775121,0,train
228,seasonal,카카오모빌리티,카카오모빌리티,1,21,1578989,male,40s,delivery_transport,운송·배달·대리,primary,proxy,seasonal,940920,19466861,19229013,19347937,0,train
229,regular,요기요,요기요,1,22,2692777,female,30s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940918,32795305,32569272,32682288,0,train
230,irregular,에이모,에이모,1,24,1123552,female,30s,simple_computer,컴퓨터 단순작업,primary,,irregular,940911,8490383,15330247,11910315,0,valid
231,regular,클래스101,클래스101,1,20,1925168,female,60s,creative,창작활동,primary,,regular,940306,24948670,21768692,23358681,0,valid
232,irregular,숨고,숨고,1,21,2004387,male,30s,professional,전문서비스,primary,,irregular,940911,20033751,20373233,20203492,0,train
233,seasonal,배달의민족,배달의민족,1,23,2262937,female,40s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940918,28678737,28134116,28406426,0,valid
234,regular,프리모아,프리모아;이랜서;위시켓,3,24,2741317,female,30s,it_service,IT 서비스,primary,,regular,940911,34544472,33955129,34249800,1,train
235,regular,숨고,숨고,1,24,2258747,female,50s,professional,전문서비스,primary,,regular,940911,27201803,26226084,26713944,0,train
236,irregular,숨고,숨고,1,22,2592496,female,20s,professional,전문서비스,primary,,irregular,940911,48691708,35353695,42022702,0,train
237,seasonal,카카오T대리,카카오T대리;배달의민족;생각대로,3,26,2427266,male,40s,delivery_transport,운송·배달·대리,primary,proxy,seasonal,940920,30437322,29257459,29847390,1,train
238,regular,미소,미소,1,24,1770294,female,50s,care_cleaning,가사·청소·돌봄,primary,,seasonal,940502,21583853,21001032,21292442,0,valid
239,irregular,쿠팡플렉스,쿠팡플렉스;바로고;쿠팡이츠,3,25,3056647,male,30s,delivery_transport,운송·배달·대리,primary,delivery,irregular,940917,22910696,27350742,25130719,1,train
240,regular,쿠팡플렉스,쿠팡플렉스,1,24,2173306,male,40s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940917,26449338,25694033,26071686,0,train
241,seasonal,로지올,로지올,1,10,936855,male,30s,delivery_transport,운송·배달·대리,secondary,delivery,seasonal,940917,12158975,10850215,11504595,0,valid
242,seasonal,쿠팡이츠,쿠팡이츠,1,14,1051403,male,20s,delivery_transport,운송·배달·대리,secondary,delivery,seasonal,940918,12741298,14681615,13711456,0,train
243,regular,쿠팡홈서비스,쿠팡홈서비스;당근알바,2,11,826454,female,30s,etc,기타,occasional,,seasonal,940904,10637251,10166609,10401930,0,valid
244,regular,요기요,요기요,1,20,1421082,male,60s,delivery_transport,운송·배달·대리,primary,delivery,regular,940918,18120440,18282856,18201648,0,train
245,irregular,숨고,숨고;크몽,2,16,1403849,male,40s,professional,전문서비스,secondary,,irregular,940911,15979277,10084820,13032048,0,valid
246,regular,배달의민족,배달의민족;요기요,2,17,1953903,male,30s,delivery_transport,운송·배달·대리,secondary,delivery,seasonal,940918,23352994,23980721,23666858,0,train
247,seasonal,카카오모빌리티,카카오모빌리티,1,22,1903450,male,40s,delivery_transport,운송·배달·대리,primary,proxy,seasonal,940920,23585764,23286317,23436040,0,valid
248,irregular,카카오모빌리티,카카오모빌리티,1,25,3299502,male,50s,delivery_transport,운송·배달·대리,primary,proxy,irregular,940920,39042868,79536910,59289889,0,train
249,irregular,셀렉트스타,셀렉트스타;에이모,2,26,2187840,male,50s,simple_computer,컴퓨터 단순작업,primary,,irregular,940911,3178774,7082643,5130708,0,train
250,regular,쿠팡이츠,쿠팡이츠,1,21,3440939,female,20s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940918,43638755,45729304,44684030,0,train
251,irregular,배달의민족,배달의민족,1,17,1620760,male,40s,delivery_transport,운송·배달·대리,secondary,delivery,irregular,940918,29709225,8183585,18946405,0,train
252,seasonal,생각대로,생각대로;쿠팡플렉스,2,21,3460269,male,30s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940918,39350320,38546413,38948366,1,valid
253,seasonal,숨고,숨고;크몽,2,17,1235085,female,40s,professional,전문서비스,secondary,,seasonal,940911,14624650,15638204,15131427,0,train
254,irregular,당근알바,당근알바;쿠팡홈서비스,2,12,783362,female,50s,etc,기타,secondary,,irregular,940502,16357830,6959389,11658610,0,valid
255,seasonal,쿠팡이츠,쿠팡이츠,1,23,2366250,male,40s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940918,29218422,28307773,28763098,0,valid
256,regular,배달의민족,배달의민족,1,22,2569705,male,20s,delivery_transport,운송·배달·대리,primary,delivery,regular,940918,31308867,32429546,31869206,0,train
257,irregular,크라우드웍스,크라우드웍스;셀렉트스타,2,17,697313,male,20s,simple_computer,컴퓨터 단순작업,secondary,,irregular,940911,3851665,0,1925832,0,train
258,regular,생각대로,생각대로,1,23,2835963,male,30s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940918,35451315,33848677,34649996,0,train
259,irregular,바로고,바로고,1,24,1515814,male,30s,delivery_transport,운송·배달·대리,primary,delivery,irregular,940918,49971576,19986155,34978866,0,train
260,irregular,미소,미소,1,23,1939767,male,40s,care_cleaning,가사·청소·돌봄,primary,,irregular,940502,20127518,55648729,37888124,0,train
261,seasonal,탈잉,탈잉,1,18,654300,male,30s,creative,창작활동,secondary,,seasonal,940306,7902600,7604727,7753664,0,valid
262,seasonal,크몽,크몽;숨고,2,25,2403974,female,40s,professional,전문서비스,primary,,seasonal,940911,28146217,27796593,27971405,1,train
263,seasonal,청소연구소,청소연구소,1,25,1518614,female,30s,care_cleaning,가사·청소·돌봄,primary,,seasonal,940502,18484234,18435878,18460056,0,valid
264,regular,바로고,바로고;쿠팡플렉스,2,22,1976889,male,50s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940918,24167160,21992114,23079637,0,train
265,regular,쿠팡홈서비스,쿠팡홈서비스,1,8,636864,female,30s,etc,기타,occasional,,regular,940904,7703065,8194822,7948944,0,train
266,seasonal,미소,미소;대리주부;청소연구소,3,13,724309,female,20s,care_cleaning,가사·청소·돌봄,secondary,,seasonal,940502,8710069,9385780,9047924,0,train
267,seasonal,카카오모빌리티,카카오모빌리티;쿠팡플렉스,2,13,1042720,male,20s,delivery_transport,운송·배달·대리,secondary,proxy,seasonal,940920,13148524,15259425,14203974,0,train
268,seasonal,요기요,요기요,1,23,3093427,male,20s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940918,39293957,37454905,38374431,0,train
269,regular,바로고,바로고;로지올,2,14,855572,male,50s,delivery_transport,운송·배달·대리,secondary,delivery,regular,940918,10307454,10801160,10554307,0,train
270,regular,크몽,크몽;숨고,2,22,1670430,male,50s,professional,전문서비스,primary,,regular,940911,20810376,21946300,21378338,0,train
271,seasonal,카카오모빌리티,카카오모빌리티;쿠팡플렉스,2,9,756501,male,50s,delivery_transport,운송·배달·대리,occasional,proxy,seasonal,940920,8712879,9387564,9050222,0,train
272,seasonal,이랜서,이랜서;위시켓,2,24,2474680,male,50s,it_service,IT 서비스,primary,,seasonal,940911,30023164,31678636,30850900,1,train
273,irregular,숨고,숨고;크몽,2,15,1035648,male,40s,professional,전문서비스,secondary,,irregular,940911,19010119,9850532,14430326,0,train
274,irregular,크라우드웍스,크라우드웍스;에이모,2,23,1519016,female,30s,simple_computer,컴퓨터 단순작업,primary,,irregular,940911,8098029,8600069,8349049,0,train
275,seasonal,카카오T대리,카카오T대리;로지올;바로고,3,23,1111000,male,20s,delivery_transport,운송·배달·대리,primary,proxy,seasonal,940920,13952104,13981550,13966827,0,valid
276,irregular,생각대로,생각대로,1,21,2200384,male,40s,delivery_transport,운송·배달·대리,primary,delivery,irregular,940918,34595792,30455984,32525888,0,train
277,irregular,크몽,크몽,1,20,2499126,male,60s,professional,전문서비스,primary,,irregular,940911,17087692,26830731,21959212,0,train
278,irregular,크라우드웍스,크라우드웍스,1,5,354946,male,30s,simple_computer,컴퓨터 단순작업,occasional,,irregular,940911,1646610,2698592,2172601,0,train
279,irregular,로지올,로지올;카카오T대리,2,12,1165220,male,30s,delivery_transport,운송·배달·대리,secondary,delivery,irregular,940917,16496856,4459896,10478376,0,train
280,seasonal,카카오모빌리티,카카오모빌리티,1,21,1651784,male,40s,delivery_transport,운송·배달·대리,primary,proxy,seasonal,940920,21983621,23495834,22739728,0,train
281,irregular,숨고,숨고,1,25,1713869,female,20s,professional,전문서비스,primary,,irregular,940911,21302742,19607448,20455095,0,train
282,irregular,배달의민족,배달의민족,1,25,2372423,female,30s,delivery_transport,운송·배달·대리,primary,delivery,irregular,940918,26356960,30593859,28475410,0,train
283,seasonal,카카오모빌리티,카카오모빌리티;쿠팡플렉스;바로고,3,21,3019063,male,50s,delivery_transport,운송·배달·대리,primary,proxy,seasonal,940920,38559720,38468906,38514313,1,valid
284,irregular,이랜서,이랜서,1,11,1247963,male,20s,it_service,IT 서비스,secondary,,irregular,940911,15089101,21143354,18116228,0,valid
285,irregular,카카오모빌리티,카카오모빌리티;쿠팡이츠,2,11,488088,male,40s,delivery_transport,운송·배달·대리,occasional,proxy,irregular,940920,4996262,3352249,4174256,0,train
286,irregular,숨고,숨고;크몽,2,7,661158,male,60s,professional,전문서비스,occasional,,irregular,940911,11253342,4207627,7730484,0,train
287,irregular,카카오모빌리티,카카오모빌리티,1,20,2741757,male,20s,delivery_transport,운송·배달·대리,primary,proxy,irregular,940920,38516643,71087491,54802067,0,valid
288,irregular,크몽,크몽,1,5,944829,male,50s,professional,전문서비스,occasional,,irregular,940911,17148112,11921845,14534978,0,train
289,regular,요기요,요기요;카카오T대리,2,23,3131705,male,50s,delivery_transport,운송·배달·대리,primary,delivery,regular,940918,37508883,36745334,37127108,1,train
290,irregular,크몽,크몽,1,17,1148952,male,30s,professional,전문서비스,secondary,,irregular,940911,15134550,27425076,21279813,0,train
291,irregular,크몽,크몽;숨고,2,23,4723274,male,30s,professional,전문서비스,primary,,irregular,940911,21337030,29564820,25450925,1,train
292,regular,당근알바,당근알바,1,5,308928,male,40s,care_cleaning,가사·청소·돌봄,occasional,,regular,940502,3739773,3885249,3812511,0,train
293,regular,대리주부,대리주부,1,21,2558319,male,60s,care_cleaning,가사·청소·돌봄,primary,,regular,940502,27895129,29857000,28876064,0,valid
294,regular,카카오모빌리티,카카오모빌리티,1,16,752939,male,40s,delivery_transport,운송·배달·대리,secondary,proxy,seasonal,940920,9953797,9465492,9709644,0,train
295,irregular,크몽,크몽;숨고,2,24,2294678,male,50s,professional,전문서비스,primary,,irregular,940911,15318766,24372950,19845858,0,valid
296,irregular,숨고,숨고,1,26,2743100,male,60s,professional,전문서비스,primary,,irregular,940911,23528735,35967476,29748106,0,valid
297,irregular,요기요,요기요;배달의민족,2,26,1920306,male,20s,delivery_transport,운송·배달·대리,primary,delivery,irregular,940918,16024074,19423855,17723964,0,train
298,regular,크라우드웍스,크라우드웍스,1,4,337137,female,30s,simple_computer,컴퓨터 단순작업,occasional,,seasonal,940911,4289279,4623947,4456613,0,train
299,regular,요기요,요기요,1,23,2045562,male,30s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940918,25985407,23348813,24667110,0,train
300,irregular,에이모,에이모;셀렉트스타,2,8,408161,female,50s,simple_computer,컴퓨터 단순작업,occasional,,irregular,940911,8939398,3370612,6155005,0,train
301,seasonal,쿠팡플렉스,쿠팡플렉스,1,4,684835,male,50s,delivery_transport,운송·배달·대리,occasional,delivery,seasonal,940917,8496371,8050347,8273359,0,train
302,irregular,크라우드웍스,크라우드웍스,1,20,868423,male,30s,simple_computer,컴퓨터 단순작업,primary,,irregular,940911,11438208,10182166,10810187,0,train
303,seasonal,셀렉트스타,셀렉트스타,1,14,1034574,male,50s,simple_computer,컴퓨터 단순작업,secondary,,seasonal,940911,11953240,14537506,13245373,0,train
304,regular,카카오모빌리티,카카오모빌리티;쿠팡이츠,2,25,2555123,male,20s,delivery_transport,운송·배달·대리,primary,proxy,regular,940920,28296418,29604456,28950437,1,valid
305,regular,당근알바,당근알바,1,22,1895909,female,40s,etc,기타,primary,,seasonal,940502,22302239,24190553,23246396,0,train
306,irregular,쿠팡이츠,쿠팡이츠,1,26,2318580,male,30s,delivery_transport,운송·배달·대리,primary,delivery,irregular,940918,32517451,36988327,34752889,0,train
307,regular,생각대로,생각대로;카카오T대리,2,11,440589,male,30s,delivery_transport,운송·배달·대리,occasional,delivery,regular,940918,5161903,5055963,5108933,0,valid
308,irregular,이랜서,이랜서,1,23,3307638,female,20s,it_service,IT 서비스,primary,,irregular,940911,40549443,47765342,44157392,0,valid
309,regular,요기요,요기요,1,21,3528948,male,30s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940918,43823183,48093597,45958390,0,train
310,irregular,쿠팡플렉스,쿠팡플렉스,1,22,2163387,male,30s,delivery_transport,운송·배달·대리,primary,delivery,irregular,940917,35227265,27968009,31597637,0,valid
311,seasonal,로지올,로지올;생각대로,2,22,1490723,male,60s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940917,17904774,18931962,18418368,0,train
312,irregular,에이모,에이모,1,5,331240,male,30s,simple_computer,컴퓨터 단순작업,occasional,,irregular,940911,10896442,3798040,7347241,0,valid
313,irregular,크몽,크몽,1,22,4855070,male,40s,professional,전문서비스,primary,,irregular,940911,37630892,11812346,24721619,0,train
314,irregular,카카오모빌리티,카카오모빌리티,1,25,2304791,male,40s,delivery_transport,운송·배달·대리,primary,proxy,irregular,940920,25112221,79959593,52535907,0,train
315,irregular,탈잉,탈잉;클래스101;유튜브,3,22,2840417,male,20s,creative,창작활동,primary,,irregular,940306,22855735,20233316,21544526,0,valid
316,seasonal,생각대로,생각대로,1,25,3001519,male,50s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940918,39409265,39857776,39633520,0,train
317,irregular,이랜서,이랜서;프리모아,2,14,1490519,female,60s,it_service,IT 서비스,secondary,,irregular,940911,13155306,12082048,12618677,0,valid
318,regular,카카오모빌리티,카카오모빌리티;쿠팡이츠,2,20,2629669,male,20s,delivery_transport,운송·배달·대리,primary,proxy,regular,940920,31014123,32635904,31825014,1,train
319,irregular,에이모,에이모,1,18,677278,female,30s,simple_computer,컴퓨터 단순작업,secondary,,irregular,940911,7444652,11698924,9571788,0,train
320,regular,카카오T대리,카카오T대리,1,25,1611976,male,50s,delivery_transport,운송·배달·대리,primary,proxy,regular,940920,20236805,19690528,19963666,0,train
321,regular,배달의민족,배달의민족,1,23,2300750,male,30s,delivery_transport,운송·배달·대리,primary,delivery,regular,940918,27411789,25917733,26664761,0,train
322,regular,카카오모빌리티,카카오모빌리티,1,25,2283138,male,30s,delivery_transport,운송·배달·대리,primary,proxy,regular,940920,27170425,27027144,27098784,0,train
323,regular,생각대로,생각대로,1,24,2102488,male,60s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940918,25287452,26918901,26103176,0,valid
324,irregular,프리모아,프리모아,1,12,440056,male,60s,it_service,IT 서비스,occasional,,irregular,940911,9420774,4468182,6944478,0,valid
325,irregular,이랜서,이랜서;위시켓;프리모아,3,10,1478988,male,40s,it_service,IT 서비스,secondary,,irregular,940911,14439079,12933715,13686397,0,train
326,irregular,셀렉트스타,셀렉트스타;에이모,2,21,1602210,female,30s,simple_computer,컴퓨터 단순작업,primary,,irregular,940911,17211463,12949333,15080398,0,train
327,regular,대리주부,대리주부;청소연구소;미소,3,25,1299627,female,30s,care_cleaning,가사·청소·돌봄,primary,,regular,940502,16042482,15518171,15780326,0,valid
328,seasonal,카카오모빌리티,카카오모빌리티;쿠팡이츠;바로고,3,21,4221800,male,60s,delivery_transport,운송·배달·대리,primary,proxy,seasonal,940920,50578755,52484996,51531876,0,train
329,regular,쿠팡이츠,쿠팡이츠,1,12,736710,female,40s,delivery_transport,운송·배달·대리,secondary,delivery,regular,940918,8833498,10038370,9435934,0,train
330,regular,쿠팡플렉스,쿠팡플렉스;생각대로;바로고,3,25,3216512,male,40s,delivery_transport,운송·배달·대리,primary,delivery,regular,940917,39679047,43836755,41757901,1,train
331,irregular,에이모,에이모,1,5,330143,male,20s,simple_computer,컴퓨터 단순작업,occasional,,irregular,940911,7035518,4554036,5794777,0,valid
332,irregular,대리주부,대리주부;미소,2,23,2140853,female,30s,care_cleaning,가사·청소·돌봄,primary,,irregular,940502,20698353,6713362,13705858,0,train
333,irregular,로지올,로지올,1,7,413109,male,30s,delivery_transport,운송·배달·대리,occasional,delivery,irregular,940917,3441638,3476824,3459231,0,train
334,regular,당근알바,당근알바,1,16,530683,male,40s,care_cleaning,가사·청소·돌봄,secondary,,regular,940502,6325205,6812193,6568699,0,train
335,regular,프리모아,프리모아;위시켓,2,12,1353081,female,20s,it_service,IT 서비스,secondary,,regular,940911,15536479,15917741,15727110,0,train
336,irregular,배달의민족,배달의민족;생각대로;카카오모빌리티,3,11,798477,male,40s,delivery_transport,운송·배달·대리,secondary,delivery,irregular,940918,8339281,17726554,13032918,0,train
337,regular,배달의민족,배달의민족,1,6,275000,male,30s,delivery_transport,운송·배달·대리,occasional,delivery,regular,940918,3216892,3207097,3211994,0,train
338,regular,숨고,숨고;크몽,2,26,2340151,male,40s,professional,전문서비스,primary,,regular,940911,28994302,28788556,28891429,1,valid
339,irregular,생각대로,생각대로,1,11,360927,male,50s,delivery_transport,운송·배달·대리,occasional,delivery,irregular,940918,6666487,3517941,5092214,0,train
340,regular,위시켓,위시켓;프리모아;이랜서,3,7,782742,male,40s,it_service,IT 서비스,occasional,,regular,940911,9598223,9321379,9459801,0,train
341,irregular,쿠팡이츠,쿠팡이츠;배달의민족,2,26,1799215,male,30s,delivery_transport,운송·배달·대리,primary,delivery,irregular,940918,25229517,22110566,23670042,0,train
342,regular,로지올,로지올;생각대로,2,24,2996873,male,20s,delivery_transport,운송·배달·대리,primary,delivery,regular,940917,36384722,33551505,34968114,1,train
343,irregular,숨고,숨고;크몽,2,23,4458402,female,30s,professional,전문서비스,primary,,irregular,940911,26639384,14073485,20356434,0,train
344,regular,쿠팡플렉스,쿠팡플렉스;바로고,2,22,1897699,male,40s,delivery_transport,운송·배달·대리,primary,delivery,regular,940917,23155331,23034980,23095156,0,valid
345,regular,숨고,숨고,1,18,1382319,male,40s,professional,전문서비스,secondary,,seasonal,940911,16550330,15863289,16206810,0,train
346,regular,요기요,요기요,1,21,2410721,male,50s,delivery_transport,운송·배달·대리,primary,delivery,regular,940918,28090400,26217930,27154165,0,train
347,regular,숨고,숨고,1,18,1181147,female,40s,professional,전문서비스,secondary,,regular,940911,13893007,14015594,13954300,0,valid
348,regular,이랜서,이랜서,1,26,2877225,female,40s,it_service,IT 서비스,primary,,regular,940911,35106377,37257249,36181813,0,train
349,irregular,크몽,크몽,1,20,3437732,female,50s,professional,전문서비스,primary,,irregular,940911,54290566,21244334,37767450,0,train
350,irregular,숨고,숨고,1,11,632500,female,30s,professional,전문서비스,secondary,,irregular,940911,6707639,29161337,17934488,0,train
351,regular,당근알바,당근알바,1,11,420743,male,40s,etc,기타,occasional,,seasonal,940502,5369504,5133102,5251303,0,train
352,regular,미소,미소;대리주부,2,20,2668867,male,40s,care_cleaning,가사·청소·돌봄,primary,,regular,940502,32016716,34503130,33259923,1,train
353,regular,클래스101,클래스101,1,7,704712,female,30s,creative,창작활동,occasional,,regular,940306,8493307,8146713,8320010,0,train
354,irregular,유튜브,유튜브,1,23,2761111,female,50s,creative,창작활동,primary,,irregular,940306,11411949,17756142,14584046,0,valid
355,regular,생각대로,생각대로,1,24,2726207,male,30s,delivery_transport,운송·배달·대리,primary,delivery,seasonal,940918,31431772,33091334,32261553,0,train
356,regular,셀렉트스타,셀렉트스타;에이모,2,10,248399,female,30s,simple_computer,컴퓨터 단순작업,occasional,,regular,940911,2879218,3050934,2965076,0,valid
357,regular,카카오모빌리티,카카오모빌리티;카카오T대리,2,22,1607911,male,40s,delivery_transport,운송·배달·대리,primary,proxy,regular,940920,18391496,20134242,19262869,0,valid
358,regular,크몽,크몽;숨고,2,6,847097,male,40s,professional,전문서비스,occasional,,regular,940911,10168089,9938675,10053382,0,valid
359,irregular,크라우드웍스,크라우드웍스;셀렉트스타,2,10,330468,female,50s,simple_computer,컴퓨터 단순작업,occasional,,irregular,940911,2509861,1580801,2045331,0,valid
